DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
190211527,05/18/2019,05/18/2019,0110,02,Rampart,0279,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,33,F,H,101,STREET,UNION,JAMES M WOOD,"(34.0508, -118.2731)"
110518459,10/11/2011,10/11/2011,1735,05,Harbor,0505,997,TRAFFIC COLLISION,0506,27,F,O,101,STREET,VERMONT,KNOX,"(33.8542, -118.2905)"
180618348,08/09/2018,08/09/2018,1830,06,Hollywood,0665,997,TRAFFIC COLLISION,3004 3028 3030 3035 3036 3101 3401 3701 4006,33,M,W,101,STREET,FRANKLIN                     AV,ARGYLE,"(34.1052, -118.3252)"
120312271,05/09/2012,05/09/2012,0845,03,Southwest,0331,997,TRAFFIC COLLISION,,51,M,B,101,STREET,LA BREA                      AV,JEFFERSON                    BL,"(34.0255, -118.3548)"
121215287,06/13/2012,06/13/2012,0745,12,77th Street,1208,997,TRAFFIC COLLISION,0605,48,F,B,101,STREET,48TH                         ST,FIGUEROA,"(33.9997, -118.2827)"
180626429,12/29/2018,12/28/2018,1720,06,Hollywood,0645,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4006,57,F,W,108,PARKING LOT,HOLLYWOOD                    BL,HIGHLAND                     AV,"(34.1016, -118.3387)"
180213950,06/23/2018,06/23/2018,1040,02,Rampart,0249,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029 3036,39,F,H,101,STREET,BOYLSTON                     ST,4TH                          ST,"(34.0559, -118.2584)"
180222849,11/16/2018,11/15/2018,2330,02,Rampart,0265,997,TRAFFIC COLLISION,3101 3401 3701 3003 3024 1218,40,M,H,101,STREET,8TH                          ST,ALVARADO                     ST,"(34.0549, -118.2778)"
180222981,11/18/2018,11/18/2018,2135,02,Rampart,0212,997,TRAFFIC COLLISION,0605 3102 3401 3701 4024 3006 3030,,,,101,STREET,VERMONT                      AV,CLINTON                      ST,"(34.0818, -118.2917)"
180417416,11/18/2018,11/18/2018,1710,04,Hollenbeck,0456,997,TRAFFIC COLLISION,3101 3401 3701 3003 3027 1218 3036,73,M,H,101,STREET,EVERGREEN                    AV,FAIRMOUNT                    ST,"(34.049, -118.197)"
180602230,12/14/2018,12/14/2018,2340,06,Hollywood,0647,997,TRAFFIC COLLISION,3011 3028 3030 3035 3037 3101 3401 3701 4006,17,,,101,STREET,ARGYLE,SUNSET,"(34.098, -118.3252)"
180625694,12/14/2018,12/14/2018,0030,06,Hollywood,0666,997,TRAFFIC COLLISION,3004 3028 3030 3035 3036 3101 3401 3701 4006,19,M,B,101,STREET,CAHUENGA,DE LONGPRE,"(34.0962, -118.3295)"
180714619,08/05/2018,08/05/2018,0245,07,Wilshire,0721,997,TRAFFIC COLLISION,3004 3026 3029 3035 3036 3101 3401 3701 4007,33,M,H,101,STREET,LA CIENEGA                   BL,SAN VICENTE                  BL,"(34.0711, -118.3764)"
180124356,09/21/2018,09/21/2018,0810,01,Central,0182,997,TRAFFIC COLLISION,0605 3101 3401 3701 3006 3030,30,M,H,101,STREET,9TH                          ST,FIGUEROA                     ST,"(34.0462, -118.2628)"
180124769,09/27/2018,09/27/2018,1215,01,Central,0162,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,38,M,H,101,STREET,8TH                          ST,GRAND                        AV,"(34.0459, -118.2579)"
180519626,12/12/2018,12/11/2018,2310,05,Harbor,0528,997,TRAFFIC COLLISION,3501 4025 0101 3027 3101 3037 3003 3602,29,M,H,101,STREET,ALAMEDA                      ST,M                            ST,"(33.7896, -118.2415)"
180124472,09/24/2018,09/22/2018,2320,01,Central,0105,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,25,M,A,101,STREET,CASANOVA                     ST,PARK ROW,"(34.0748, -118.2317)"
180220157,09/28/2018,09/28/2018,0750,02,Rampart,0275,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,28,M,H,101,STREET,UNION,OLYMPIC,"(34.0492, -118.2742)"
180221204,10/18/2018,10/18/2018,2005,02,Rampart,0204,997,TRAFFIC COLLISION,0605 3101 3401 3701 4002 3006 3030,35,M,W,101,STREET,3800    MELROSE                      AV,,"(34.0835, -118.2838)"
180807841,03/24/2018,03/24/2018,1230,08,West LA,0829,997,TRAFFIC COLLISION,3006 3028 3034 3037 3101 3401 3701 4027,21,F,O,101,STREET,WOODRUFF                     AV,ROCHESTER                    AV,"(34.0613, -118.428)"
180815264,08/26/2018,08/26/2018,1440,08,West LA,0892,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3102 3401 3701 4027,28,M,O,101,STREET,GATEWAY                      BL,PICO                         BL,"(34.0328, -118.442)"
180815787,09/06/2018,09/06/2018,1430,08,West LA,0899,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,49,F,B,101,STREET,LA CIENEGA                   BL,VENICE                       BL,"(34.0351, -118.3779)"
180816959,09/27/2018,09/27/2018,0715,08,West LA,0811,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4008,17,M,W,101,STREET,PCH,COASTLINE                    DR,"(34.0561, -118.5512)"
180818662,11/02/2018,11/01/2018,0310,08,West LA,0806,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4027,27,M,O,101,STREET,SUNSET                       BL,BEVERLY GLEN                 BL,"(34.0822, -118.4349)"
180820649,12/13/2018,12/13/2018,1430,08,West LA,0807,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3104 3401 3701 4008,44,M,W,101,STREET,BEVERLY GLEN                 CI,ANGELO,"(34.1307, -118.4432)"
180820769,12/16/2018,12/16/2018,1540,08,West LA,0884,997,TRAFFIC COLLISION,3006 3028 3030 3035 3036 3101 3401 3701 4008,,F,W,101,STREET,OLYMPIC                      BL,WESTWOOD,"(34.0439, -118.4317)"
180820777,12/16/2018,12/16/2018,0130,08,West LA,0831,997,TRAFFIC COLLISION,3006 3028 3030 3035 3036 3101 3401 3701 4008,52,M,W,101,STREET,MONTANA                      AV,BURLINGAME                   AV,"(34.043, -118.4819)"
180820958,12/16/2018,12/16/2018,0200,08,West LA,0884,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4008,44,M,W,101,STREET,PICO                         BL,CAMDEN                       AV,"(34.0378, -118.4333)"
180820964,12/13/2018,12/13/2018,1300,08,West LA,0841,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4008,80,M,W,101,STREET,WILSHIRE                     BL,BROCKTON                     AV,"(34.046, -118.4652)"
180820965,12/15/2018,12/15/2018,1045,08,West LA,0823,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4008,55,F,W,101,STREET,SUNSET                       BL,LA CRUZ                      DR,"(34.0461, -118.5242)"
180820992,12/20/2018,12/20/2018,1120,08,West LA,0859,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4008,26,F,H,101,STREET,SHERBOURNE                   DR,PICKFORD                     ST,"(34.0498, -118.3801)"
180821061,12/21/2018,12/21/2018,0820,08,West LA,0895,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4008,45,,,101,STREET,BURGEN                       AV,CASTLE HEIGHTS,"(34.035, -118.4002)"
180821091,12/22/2018,12/22/2018,1710,08,West LA,0887,997,TRAFFIC COLLISION,3035 3006 3028 3030 3037 3101 3401 3701 4008,17,,,101,STREET,BEVERWIL                     DR,CASTLE HEIGHTS,"(34.0461, -118.3988)"
180916910,09/01/2018,09/01/2018,1225,09,Van Nuys,0914,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4009,57,F,H,101,STREET,NOBLE,VANOWEN,"(34.1939, -118.4618)"
180916994,09/04/2018,09/04/2018,1340,09,Van Nuys,0966,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4026 3037,52,M,W,101,STREET,ADDISON                      ST,VENTURA CANYON               AV,"(34.1613, -118.429)"
180917683,09/17/2018,09/17/2018,1130,09,Van Nuys,0941,997,TRAFFIC COLLISION,3701 3003 3027 3036 3101 3401 4026 1218,52,F,H,101,STREET,OXNARD                       ST,VAN NUYS                     BL,"(34.1794, -118.4488)"
181014408,08/15/2018,08/15/2018,0745,10,West Valley,1025,997,TRAFFIC COLLISION,3009 3036 3029 3024 3101 3401 3701 4026,38,M,W,101,STREET,SHERMAN                      WY,LINDLEY                      AV,"(34.2011, -118.5273)"
180918966,10/08/2018,10/08/2018,1435,09,Van Nuys,0969,997,TRAFFIC COLLISION,3004 3030 3028 3101 3401 3701 4009 3037,19,M,W,101,STREET,COLDWATER CANYON             AV,RIVERSIDE                    DR,"(34.1576, -118.4138)"
180818547,10/27/2018,10/27/2018,0830,08,West LA,0899,997,TRAFFIC COLLISION,3701 3004 3028 3030 3035 3036 3101 3401 4008,41,M,H,101,STREET,VENICE                       BL,HELMS                        ST,"(34.0312, -118.3852)"
180820436,12/08/2018,12/08/2018,1830,08,West LA,0859,997,TRAFFIC COLLISION,3004 3028 3030 3035 3036 3101 3401 3701 4027,28,F,H,101,STREET,PICO,ROBERTSON,"(34.0548, -118.3837)"
181016350,09/26/2018,09/26/2018,1250,10,West Valley,1001,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4026,49,F,W,101,STREET,TAMPA                        AV,NORDHOFF                     ST,"(34.2143, -118.5534)"
181018180,11/05/2018,11/05/2018,1715,10,West Valley,1063,997,TRAFFIC COLLISION,3004 3037 3029 3026 3101 3401 3701 4026,54,M,O,101,STREET,VENTURA                      BL,BURBANK                      BL,"(34.1715, -118.5428)"
181118940,11/03/2018,11/03/2018,1600,11,Northeast,1176,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029,21,F,B,101,STREET,RIVERSIDE                    DR,EADS                         ST,"(34.0939, -118.2412)"
181210755,04/02/2018,04/02/2018,1330,12,77th Street,1265,997,TRAFFIC COLLISION,0605,17,X,X,101,STREET,NORMANDIE                    AV,MANCHESTER                   AV,"(33.96, -118.3003)"
181321713,10/27/2018,10/27/2018,0840,13,Newton,1342,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,37,M,H,101,STREET,HOOPER                       AV,41ST                         ST,"(34.0144, -118.2705)"
181425963,12/14/2018,12/14/2018,1215,14,Pacific,1425,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3102 3401 3701 4027,63,F,W,108,PARKING LOT,NATIONAL,BARRINGTON,"(34.0227, -118.4387)"
181516943,08/29/2018,08/29/2018,0320,15,N Hollywood,1591,997,TRAFFIC COLLISION,3011 3026 3029 3037 3101 3401 3701 4026 3032 3040,47,M,B,101,STREET,VENTURA                      BL,LAUREL CANYON                BL,"(34.1434, -118.3975)"
181509643,04/17/2018,04/17/2018,2015,15,N Hollywood,1555,997,TRAFFIC COLLISION,3004 3037 3029 3026 3101 3401 3701 4015,36,F,W,101,STREET,MAGNOLIA                     BL,LANKERSHIM                   BL,"(34.1649, -118.3757)"
181516625,08/22/2018,08/21/2018,1200,15,N Hollywood,1517,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4015,17,M,O,101,STREET,ELMER                        AV,VANOWEN                      ST,"(34.194, -118.3768)"
181517749,09/12/2018,09/11/2018,1455,15,N Hollywood,1505,997,TRAFFIC COLLISION,0605,42,F,H,101,STREET,SHERMAN                      WY,LANKERSHIM,"(34.2012, -118.3878)"
181519285,10/10/2018,10/09/2018,1545,15,N Hollywood,1591,997,TRAFFIC COLLISION,3004 3030 3028 3101 3401 3701 4015 3037,55,F,W,101,STREET,12800    VENTURA                      BL,,"(34.1448, -118.4117)"
181521630,11/21/2018,11/21/2018,1340,15,N Hollywood,1523,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4017 1501,,X,X,108,PARKING LOT,VICTORY,COLDWATER CA,"(34.1849, -118.4095)"
181521820,04/25/2019,11/27/2018,0400,15,N Hollywood,1522,997,TRAFFIC COLLISION,,,,,101,STREET,COLDWATER CA                 AV,HAMLIN                       ST,"(34.1936, -118.4166)"
181613072,08/18/2018,08/18/2018,1335,16,Foothill,1677,997,TRAFFIC COLLISION,3004 3037 3029 3026 3101 3401 3701 4026,32,F,B,101,STREET,HOLLYWOOD                    WY,GLENOAKS                     BL,"(34.213, -118.3482)"
181613818,09/06/2018,09/05/2018,1805,16,Foothill,1685,997,TRAFFIC COLLISION,3004 3028 3030 3037 3101 3401 3701 4015,38,M,B,101,STREET,STRATHERN                    ST,LANKERSHIM                   BL,"(34.2157, -118.3878)"
181617259,12/04/2018,12/01/2018,0100,16,Foothill,1636,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4016 3037 0605,25,F,H,101,STREET,SUNLAND,FRANLIE,"(34.2644, -118.3386)"
181708623,04/06/2018,04/06/2018,0830,17,Devonshire,1792,997,TRAFFIC COLLISION,3004 3037 3029 3026 3101 3401 3701 4026,30,F,W,101,STREET,CORBIN                       AV,CHASE                        ST,"(34.2246, -118.5623)"
181713982,07/30/2018,07/30/2018,2050,17,Devonshire,1768,997,TRAFFIC COLLISION,3006 3037 3028 3030 3101 3401 3701 4026,51,M,A,101,STREET,LASSEN                       ST,ENCINO                       AV,"(34.2504, -118.5156)"
181714515,08/09/2018,08/09/2018,0700,17,Devonshire,1751,997,TRAFFIC COLLISION,3037 3030 3028 3101 3401 3701 4017 3006,,M,W,101,STREET,LASSEN                       ST,OLD DEPOT PL                 RD,"(34.2534, -118.6072)"
181505538,01/31/2018,01/31/2018,0228,15,N Hollywood,1585,997,TRAFFIC COLLISION,3011 3027 3034 3037 3101 3401 3701 4026,38,M,B,108,PARKING LOT,VENTURA,ARCH,"(34.1409, -118.3713)"
181120761,12/14/2018,12/14/2018,1220,11,Northeast,1145,997,TRAFFIC COLLISION,3101 3401 3701 3011 3034 3801 3024 3029,18,X,X,101,STREET,RIVERSIDE                    DR,FLETCHER                     DR,"(34.106, -118.2566)"
181315020,07/07/2018,07/06/2018,1915,13,Newton,1325,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,54,F,H,101,STREET,CENTRAL                      AV,28TH                         ST,"(34.0168, -118.2557)"
181616566,11/15/2018,11/13/2018,1115,16,Foothill,1656,997,TRAFFIC COLLISION,3004 3027 3036 3101 3401 3701 4026,98,M,W,101,STREET,FOOTHILL                     BL,MOUNT GLEASON                AV,"(34.2595, -118.3027)"
181715666,08/31/2018,08/31/2018,1155,17,Devonshire,1785,997,TRAFFIC COLLISION,3030 3028 3101 3401 3701 4017 3006 3037 3032,,X,X,108,PARKING LOT,RESEDA                       BL,NORDHOFF                     ST,"(34.2355, -118.5361)"
181812390,05/29/2018,05/28/2018,2050,18,Southeast,1863,997,TRAFFIC COLLISION,1501 3009 3024 3101 4018,,M,O,101,STREET,AVALON                       BL,120TH                        ST,"(33.9237, -118.2652)"
181815674,07/23/2018,07/21/2018,1900,18,Southeast,1871,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101,35,F,H,101,STREET,147TH                        ST,ORCHARD                      AV,"(33.8989, -118.2876)"
181821683,11/01/2018,11/01/2018,2230,18,Southeast,1826,997,TRAFFIC COLLISION,4025 3037 3006 3028 3030 3101 0605,29,M,H,101,STREET,CAMPTON,98TH,"(33.9485, -118.2461)"
181823295,11/30/2018,11/30/2018,0150,18,Southeast,1842,997,TRAFFIC COLLISION,4025 3037 3034 3028 3030 3101 1501,,M,O,101,STREET,BROADWAY,113TH                        ST,"(33.932, -118.2787)"
181914984,07/29/2018,07/26/2018,0835,19,Mission,1977,997,TRAFFIC COLLISION,3401 3004 3037 3030 3028 3101 3701 4019,52,F,H,101,STREET,WOODMAN                      AV,CHASE                        ST,"(34.228, -118.4344)"
182019217,10/21/2018,10/21/2018,0230,20,Olympic,2016,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4020,45,F,H,101,STREET,KENMORE                      AV,3RD                          ST,"(34.0691, -118.2967)"
190108464,03/05/2019,03/05/2019,0845,01,Central,0122,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,39,M,W,101,STREET,1ST                          ST,GRAND,"(34.0557, -118.2488)"
182021001,11/24/2018,11/24/2018,1245,20,Olympic,2056,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,58,M,A,101,STREET,VERMONT                      AV,OLYMPIC                      BL,"(34.0526, -118.2916)"
182115177,08/22/2018,08/22/2018,1555,21,Topanga,2145,997,TRAFFIC COLLISION,3011 3028 3030 3032 3037 3102 3401 3701 4026,50,M,H,108,PARKING LOT,TOPANGA CANYON               BL,VANOWEN                      ST,"(34.1938, -118.6059)"
182115701,09/04/2018,09/03/2018,1915,21,Topanga,2149,997,TRAFFIC COLLISION,3011 3037 3030 3028 3102 3401 3701 4026,54,M,W,108,PARKING LOT,SHERMAN                      WY,OAKDALE                      AV,"(34.2012, -118.5666)"
182115970,09/09/2018,09/09/2018,1300,21,Topanga,2156,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4026,39,M,O,101,STREET,VANOWEN                      ST,OWENSMOUTH                   AV,"(34.1938, -118.6016)"
182116706,09/23/2018,09/15/2018,2300,21,Topanga,2104,997,TRAFFIC COLLISION,3028 3101 3401 4021 3006 3030 3037,59,M,W,101,STREET,PARTHENIA                    ST,KELVIN                       AV,"(34.232, -118.6006)"
190108098,03/01/2019,03/01/2019,1745,01,Central,0123,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,53,M,H,101,STREET,3RD                          ST,HILL                         ST,"(34.0541, -118.2451)"
190108813,03/11/2019,03/11/2019,1140,01,Central,0171,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3029 3036,56,M,H,101,STREET,OLYMPIC                      BL,GEORGIA                      ST,"(34.0459, -118.2669)"
190109243,03/17/2019,03/17/2019,1305,01,Central,0159,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,40,F,H,101,STREET,ALAMEDA                      ST,7TH                          ST,"(34.035, -118.2386)"
190109252,03/17/2019,03/17/2019,1655,01,Central,0159,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,46,F,H,101,STREET,MATEO                        ST,PALMETTO                     AV,"(34.0402, -118.2329)"
190109268,03/17/2019,03/17/2019,2100,01,Central,0162,997,TRAFFIC COLLISION,3101 3401 3701 3004 3024 3029,27,F,X,101,STREET,8TH,FLOWER,"(34.0473, -118.2601)"
182018516,10/09/2018,10/08/2018,2330,20,Olympic,2031,997,TRAFFIC COLLISION,3006 3028 3030 3035 3037 3101 3401 3701 4027,35,F,H,101,STREET,4TH                          ST,WILTON                       PL,"(34.0599, -118.3139)"
190110334,04/02/2019,04/01/2019,1710,01,Central,0192,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,32,M,W,101,STREET,VENICE                       BL,HOPE                         ST,"(34.0367, -118.2682)"
190110249,04/01/2019,04/01/2019,0035,01,Central,0162,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3034,,M,O,101,STREET,9TH                          ST,HOPE                         ST,"(34.0454, -118.2608)"
190110751,04/08/2019,04/08/2019,0245,01,Central,0152,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,49,M,O,101,STREET,5TH                          ST,FIGUEROA,"(34.0523, -118.2572)"
190110809,04/08/2019,04/08/2019,1320,01,Central,0195,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,40,F,H,101,STREET,WASHINGTON,MAIN,"(34.0311, -118.2646)"
181716282,09/14/2018,09/14/2018,1650,17,Devonshire,1735,997,TRAFFIC COLLISION,3003 3027 3036 3034 3101 3401 3701 4017,20,F,H,101,STREET,BALBOA                       BL,SAN FERNANDO                 BL,"(34.2684, -118.5149)"
190113054,05/07/2019,05/06/2019,1815,01,Central,0192,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036 0605,36,F,A,101,STREET,W  18TH                         ST,S  OLIVE                        ST,"(34.0342, -118.2673)"
190113119,05/07/2019,05/07/2019,1810,01,Central,0111,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,54,M,O,101,STREET,HILL,COLLEGE,"(34.065, -118.2384)"
190113115,05/08/2019,05/08/2019,1100,01,Central,0128,997,TRAFFIC COLLISION,3101 3401 3701 3004 3034,40,M,H,101,STREET,LOS ANGELES                  ST,2ND                          ST,"(34.0503, -118.2433)"
190113223,05/09/2019,05/09/2019,1330,01,Central,0192,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3602 3801,41,M,H,101,STREET,PICO                         BL,FIGUEROA,"(34.0407, -118.268)"
190113122,05/08/2019,05/08/2019,1035,01,Central,0182,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3034,28,F,H,101,STREET,9TH                          ST,OLIVE                        ST,"(34.0437, -118.2582)"
190113158,05/09/2019,05/08/2019,2135,01,Central,0195,997,TRAFFIC COLLISION,3101 3401 3701 3004 3602 3036,60,M,A,101,STREET,LOS ANGELES                  ST,E  16TH                         ST,"(34.033, -118.2615)"
190113194,05/09/2019,05/09/2019,1000,01,Central,0138,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,22,F,H,101,STREET,4TH,SAN PEDRO,"(34.0458, -118.243)"
190113198,05/09/2019,05/09/2019,1530,01,Central,0111,997,TRAFFIC COLLISION,3101 3401 3701 3011 3002 3034 3032,44,F,W,101,STREET,ALPINE,SPRING,"(34.0621, -118.2376)"
190113217,05/09/2019,05/09/2019,1300,01,Central,0162,997,TRAFFIC COLLISION,3101 3401 3701 3008 3025,40,M,H,101,STREET,7TH                          ST,FLOWER                       ST,"(34.0487, -118.2588)"
190113218,05/09/2019,05/09/2019,1740,01,Central,0185,997,TRAFFIC COLLISION,3101 3401 3701 3003 3025,50,F,H,101,STREET,PICO                         BL,SANTEE                       ST,"(34.0352, -118.2583)"
190113251,05/10/2019,05/10/2019,0745,01,Central,0119,997,TRAFFIC COLLISION,3101 3401 3701 3004 3002 3034,28,M,H,101,STREET,CESAR E CHAVEZ               AV,UNION STATIO,"(34.0577, -118.2318)"
190113283,05/10/2019,05/10/2019,1730,01,Central,0192,997,TRAFFIC COLLISION,3101 3401 3701 3016 3026 3036 1218 3029,32,M,H,101,STREET,PICO                         BL,MARGO                        ST,"(34.0386, -118.2638)"
190113284,05/11/2019,05/10/2019,1950,01,Central,0118,997,TRAFFIC COLLISION,1501 3101 3401 3701 3004 3025 3036,44,M,B,102,SIDEWALK,ALAMEDA,COLLEGE,"(34.0635, -118.2356)"
190113286,05/11/2019,05/10/2019,1945,01,Central,0153,997,TRAFFIC COLLISION,1501 3101 3401 3701 3004 3026 3029,23,F,A,101,STREET,BROADWAY,6TH                          ST,"(34.0467, -118.252)"
190113297,05/11/2019,05/11/2019,0425,01,Central,0192,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,47,F,H,101,STREET,WASHINGTON                   BL,OLIVE                        ST,"(34.0324, -118.2675)"
190113318,05/11/2019,05/11/2019,0903,01,Central,0176,997,TRAFFIC COLLISION,3101 3401 3701 3003 3026,27,M,H,101,STREET,SAN JULIAN                   ST,7TH                          ST,"(34.0412, -118.2474)"
190110892,04/08/2019,04/08/2019,1920,01,Central,0163,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,32,M,O,101,STREET,7TH                          ST,BROADWAY,"(34.0452, -118.2534)"
190111350,04/16/2019,04/02/2019,1430,01,Central,0152,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,33,F,H,101,STREET,7TH                          ST,FLOWER                       ST,"(34.0487, -118.2588)"
190113034,05/07/2019,05/06/2019,1715,01,Central,0111,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3026 3029,53,F,W,101,STREET,GRAND                        AV,CESAR E CHAVEZ,"(34.0603, -118.2439)"
190111289,04/15/2019,04/15/2019,0830,01,Central,0152,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3032,29,M,W,101,STREET,500 S  HOPE                         ST,,"(34.0501, -118.2557)"
190111911,04/23/2019,04/23/2019,1700,01,Central,0195,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,36,F,B,101,STREET,WALL                         ST,12TH                         ST,"(34.0335, -118.2619)"
190113336,05/11/2019,05/11/2019,1440,01,Central,0118,997,TRAFFIC COLLISION,3101 3401 3701 3003 3024 3032 3801,48,M,H,108,PARKING LOT,SPRING,COLLEGE,"(34.0635, -118.2356)"
190113355,05/11/2019,05/10/2019,0540,01,Central,0129,997,TRAFFIC COLLISION,1501 3101 3401 3701 3014 3025,23,M,W,101,STREET,4TH,CROCKER,"(34.0511, -118.2336)"
190113383,05/11/2019,05/11/2019,1345,01,Central,0152,997,TRAFFIC COLLISION,3101 3401 3701 3004 0947 3036 3026,22,M,W,101,STREET,6TH,HILL,"(34.0481, -118.2542)"
190113384,05/11/2019,05/11/2019,2025,01,Central,0134,997,TRAFFIC COLLISION,3101 3401 3701 3004 0947 3025 3602,53,M,O,101,STREET,W  3RD,S  BROADWAY,"(34.0517, -118.2491)"
190113390,05/12/2019,05/12/2019,1155,01,Central,0195,997,TRAFFIC COLLISION,3101 3401 3701 3016 3026 3036,29,M,B,101,STREET,MAPLE                        AV,WASHINGTON                   BL,"(34.0296, -118.2614)"
190113422,05/13/2019,05/04/2019,1530,01,Central,0142,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026,37,M,W,101,STREET,4TH                          ST,FIGUEROA                     ST,"(34.0535, -118.256)"
190113427,05/13/2019,05/13/2019,0925,01,Central,0138,997,TRAFFIC COLLISION,3101 3401 3701 3008 3026,35,F,H,101,STREET,2ND                          ST,CENTRAL                      AV,"(34.0472, -118.2385)"
190113451,05/13/2019,05/13/2019,1315,01,Central,0118,997,TRAFFIC COLLISION,1501 3101 3401 3701 3006 3034,50,M,B,101,STREET,SPRING,WILHARDT,"(34.07, -118.2262)"
190113458,05/13/2019,05/13/2019,1430,01,Central,0162,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,45,M,H,101,STREET,FLOWER                       ST,8TH                          ST,"(34.0473, -118.2601)"
190113503,05/10/2019,05/10/2019,1540,01,Central,0152,997,TRAFFIC COLLISION,,29,F,A,101,STREET,S  HOPE                         ST,WILSHIRE                     BL,"(34.048, -118.2577)"
190113505,05/12/2019,05/12/2019,2305,01,Central,0101,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030,20,M,H,101,STREET,SUNSET,MARION,"(34.0682, -118.2502)"
190113527,05/13/2019,05/13/2019,1320,01,Central,0148,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036 3602,56,M,B,101,STREET,N  5TH                          ST,CENTRAL                      AV,"(34.0417, -118.2398)"
190113531,05/14/2019,05/14/2019,0900,01,Central,0157,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,31,M,H,101,STREET,E  7TH                          ST,S  SAN PEDRO                    ST,"(34.0407, -118.2468)"
200713828,09/09/2020,09/07/2020,1945,07,Wilshire,0721,997,TRAFFIC COLLISION,,60,M,B,101,STREET,8500    BEVERLY                      BL,,"(34.0761, -118.3772)"
190113546,05/14/2019,05/14/2019,1410,01,Central,0123,997,TRAFFIC COLLISION,3401 3101 3701 3004,35,M,O,101,STREET,TEMPLE,BROADWAY,"(34.0557, -118.2436)"
190113557,05/14/2019,05/14/2019,1800,01,Central,0185,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3036,33,F,H,101,STREET,MAIN                         ST,OLYMPIC                      BL,"(34.0405, -118.2567)"
